Text,Sentiment
"HARVARD GLEE CLUB
TOMORROW.
The Harvard Glee Club, Dr. Archi
bald T. Davison, conductor, will make
its annual appearance at the National
Theater tomorrow afternoon at -1:45
o clock, under the local management
of the T. Arthur Smith, Inc., Concert
Bureau. This organization has built
up for itself in the short space of five
years an enviable artistic reputation
in both the United States and Europe,
and is now recognised as one of the
ablest choral organizations of this
country, if not of the world.
The program will be: “Ave Maria”
(ascribed to Arcadelt), ""Jerusalem”
(Parry), ""lustorum Animae” (Byrd),
“O Filii et Filiae” (Leisring), ""Credo’*
(Gretchaninov); “Now Is the Month
of Maying” (Moriey), “Sun and Moon”
(Gretchaninov), ""Chanson a Boire”
(Poulenc), dedicated to the Harvard
Glee Club: “Lady of the Lagoon”
(Bantock), ""March of the Peers,” from
“lolanthe” (Sullivan); “Come Again,
Sweet Love” (Dowland), “The Gypsy”
(Zolotarev), “Bonjour, Mon Coeur”
(Lassus), ""Nocturne” (Cui), and “Fete
Polonaise,” from ""Le Roi Malgre Lui”
(Chabrier).
PARK.",1
". Preventing Fatalities.
Education of the motorist 'and
•wdestrian as to their respective
••'glits and responsibilities was held
>y Traffic Director KldrUlge to be the
chief means of coni bating the traffic
fatalities and dangerous conditions of
the highways, in a short address at
the monthly meeting of the Washing
ton Chamber of Commerce last night.
Indicating that he intends to take
a firm stand against the drnnken
driver and the reckless speed maniac,
Mr. Eldridge declared that there were
, three phases In the campaign for
saner streets, “Education, regulation
and enforcement.”
Rules and Code Stressed.
“The first thing we must do is en
deavor to educate the people to the
rules and the code as well as their
responsibilities; we must then regu
late the traffic, and if we cannot do
this by education, then we must use
enforcement.” he said.",1
"He heartily praised the newspapers
for their efforts to support him and
, snake better traffic conditions. He
said that he would leave town tomor
row for a while.
Address by Alvin E. Dodd.
Following Mr. Eldfidge's address
Alvin E. Dodd, chief of the depart
ment of distribution of the Chamber
of Commerce of the United States,
addressed the local chamber on the
phases of distribution.
Mr. Dodd dispelled the idea that
there was a large amount of graft
between the time the product left
the hands of the producer until it
reached the consumer. He said that
a study of the subject proved that
every person who handled the prod
uce did not make such a great",0
"One of the many things that enter
into the cost of things is the cost of
failure, he said, which the public ulti
mately paid. The life of the average
grocery store is five years, he said,
and failures cost the United States
$400,000,000 per year. Mr. Dodd urged
that business men enter into an
organized effort in order to better
study the problems of distribution.
Announcement was made that the
Alexandria Chamber of Commerce
would be the guest of the local cham
ber at its May meeting. Entertain
ment was provided by Arthur Pierce,
monologist. Th usual buffet supper
was served. James T. Lloyd, presi
dent of the chamber, presided.
PPreston I",-1
"Attend Corner Stone Laying
i at Catholic University.
Amid a brilliant ceremony at which,
tor the second time in the history of
the country, four American cardinals
will meet, the corner stone ot the new
$500,000 library at the Catholic Uni
versity will be laid at 3:30 o’clock this
afternoon.
Patrick Cardinal Hayes of New
Tork will lay the corner stone of the
new structure, which will be named
for John K. Mullen of Denver, after
the donor.
Various Orders to Be Represented.
It is expected that representatives
of every order stationed at the Catho
lic University will be represented at
the ceremony. Dr. Peter Guilday,
professor of church history at the
Catholic University, Will deliver the
address.",0
"The new library will be of mag
nlficent proportions and will contain
staekage for 1,000,000 volumes besides
study rooms and other halls. It will
be directly across the campus from
the great Shrine of the Immaculate
Conception, which is now under proc
ess of construction. The Byzantine
* architecture of the library will he in
marked contrast to the Romanesque
style of the shrine opposite. The
structure will be three stories high,
207 feet long and 150 feet wide.
Distinguished Visitors Listed.
Besides many other distinguished
persons, among those who will be
present are Archbishop Pietro Fuma-
Boni-Biondi. apostolic delegate; Corn",1
"ni,, nmrr ;-r-r:nni an
Chemical Appeal Planned.
The Chemical Foundation case will
be appealed to the Supreme Court
from the Circuit Court of Appeals at
Philadelphia, which affirmed a lower
court ruling against the Government,
It was announced last night by Attor
ney General Sargent. The case, which
involves the sale of German patents
by the F.llen property custodian to the
Chemical Foundation, Inc., of Dela
ware, was first decided in favor of
the foundation in the District Court of
Delaware. ,
BIIIIICHAS. SCHWARTZ AND SONMIIIWIM
Hundreds of Washington- ===
m icnj have taken advantage of EE
e£ M MtMSbM sons who have always con- ==",-1
"Pays 6 Per Cent
on shares maturing in 45
or 83 months. It
Pays 4 Per Cent
on shares withdrawn be
fore maturing
Assets Over
$10,000,000
Surplus $950,000
Corner 11th an<l E Sts. N.W.
JAMES BERRY Presldct
JOSHUA W. CAJtR. . .Secretary
STOP ITCHING SKIN
Zemo, the Clean, Antiseptic
Liquid, Gives Prompt Relief
There is one safe, dependable
treatment that relieves itching
torture and that cleanses and soothes
the skin. Soon after the first appli
cation of Zemo you will find that
Irritation, Pimples, Black heads.
Eczema, Blotches, Ringworm and
similar skin troubles will disappear.
Zemo is all that is needed, for it
banishes most skin eruptions, makes
the skin soft, smooth and healthy. It
is a non-greasy, disappearing liquid
that may be applied during the day.",1
"Vice President Dawes was sched
uled to broadcast his address at the
annual luncheon of the Associated
Press in New York on Tuesday.
Gen. Pershing will be the principal
speaker on a Pan-American program
to be broadcast Thursday night by
WRC, Washington; WJZ and WGY,
and Gov. Lowden is booked to speak
at the American Newspaper Publish
ers’ dinner In New York on Wednes
day night.
North Carolina has the longest as
phaltic hard-surfaced highway east of
the Rocky Mountains, the road ex
pending 166 miles.
transformer 16 with the “G” terminal
of socket 17.
Now run a wire, connecting in turn
the “F” cerminals of transformers 27,
28 and 29.
Wire Terminals Above Subpanel.
All the wiring so far has been done
between terminals located on the top
of the subpanel. We will not turn our
attention to the wiring of terminals
located on the under side of the sub
panel, and the wiring between ter
minals located on both sides of the
subpanel.",0
"The American fleet, steaming on its
way to defeat an imaginary enemy in
Asiatic waters, established direct
communication with the Naval Re
search Laboratories, along the bank
of the Potomac a dozen miles from
the Capital, early Sunday morning.
For seven hours every day until the
enemy is defeated and the fleet safe
again in its home ports, an exchange
of messages is expected to be con
ducted that will make history for high
frequency radio transmission.
Bpurred on by the success of its
tests in low wave-length transmission
between the dirigible Los Angeles and
the laboratory, officials of the Naval
Communications Service, have pre
pared elaborate schedules for similar
tests between the fleet and the naval
high-frequency stations.",1
"Foreseeing Ihe day when earth
quakes may be charted and fore
cast with some degree of accuracy
is to time and place, just as weather
changes are now, committees of three
scientific organizations in Washing
ton have joined with representatlvet
of educational institutions in a study
of the whole question of seismology.
The study has just been begun, initi
ated by the Carnegie Institute of
Washington and aided by the Coast
and Geodetic Survey and the Geolog
ical Survey.
v The Coast and Geodetic Survey has
been authorized by Congress to under
take its own seismological investiga
tions, and is co-operating with the
other two organizations in a general
investigation. ",1
"Congress in the near future which
will enable its scientific staff to fore
cast tho time and place of earth
quakes from the accumulated knowl
edge to be gathered by the committees
- which have Just begun their work.
Conclusions Already Reached.
Among the conclusions already
reached, according to William Bowie,
seimographer of the survey, is that
there will be a big earthquake some
where along the Atlantic coast within
The next 100 years. Just when it will
come or where it will be localized
’ cannot yet be forecast.",1
"Afternoon Moves Are Very
Erratic —Heaviest Trading
in Railroad Shares.
BY STUART P. WEST.
Special Dispatch to The Star.
NEW YORK. April 22. —Prices
weakened again in the first hour of
Stock Exchange trading today, and
numerous new low records were estab
lished for the year. Then short cover
ing began to make itself felt and the
market rallied. Changes throughout
were very much mixed.
U. S. Steel Near Year's Low.
United States Steel came within a
point of its 1925 low. ",-1
"Oil shares were inclined to do bet
ter. There was nothing to account
for this in the news of the day. It
reflected the opinion that while de
velopments have not been up to ex
pectations. the oil shares have not
been subject to the overspeculation
which occurred in other directions.
Pacific Oil went up on the 1924 re
port, showing a balance equal to $3.39
a share against $2.55 the year before.
-Marland Oil appeared to have got over
the poor exhibit for last year. There",-1
"BY CHAS. P. SHAEFFEK.
Capital Traction Co. had a net op
erating income of $77,021 in March
of this year, a decline of about $9,000
over the same month of last year,
but a gain of almost $17,000 over the
previous month.
The depreciation in earnings w;<
brought about by a falling off of 65.0.8
revenue passengers as compared with
fare statistics for the corresponding
month of 1924. Pay passengers in
1925 totaled only 5,566,811, as against
5,631,839 in March, 1924, a decline of",-1
"Exactly at 12 o’clock, noon, came
the strain* of Mendelssohn, wed*
ding March, and with it the lovely
bride, on the arm of tier fattier.
She was exquisite in an egg-shell
sutln dress, with accessories to
match, lustead of a veil, she wore
a headpiece of tulle, with pour!
trimming. She carried bride’s
rosy* and chrysanthemums,.
The bride was attended by her
sister, Florence, who was very
pretty in a pale green organdy
dress, with accessories. Site tarri
ed American Beauty roses ami
chrysanthemums.
The best man was Harold Lewis
of Detroit. Both lie and tiie groom",1
"One of the most outstanding
parties of the week was that of
Jut*l Williams, daughter of Lieut
enant and Mrs. Wullaee Williams,
of Flrwood avenue, A few of the
guests attending were: (wing
(J. Ouy, Porter Hillard, Fatima Gus
ton, Theon Scott, Kddie Graham,
Mary Camp, .Mildred and Hester
Watson, Kd Walker, Wendell Smith
Crlt McSwstn, Leonard Andrews,
Daniel Gilllsple, and many odo rs.
Heeailse It happeiiH to he Joel’s
birthday, she is Included in this
week's Who's who, ns a gift from
the columnist She was born Kept.
7, IftM, graduated from Cass Tech
High School, desires to become a
nurse, and her hobby Is entertain
ing and playing hostess. She like
to read and dance and Ih a regular
patron of the theatres.
Paul Smith also celebrated bis",1
"Founder of Detroit
Chapter Attends
Delta Confab
Amoigt the many Detroiters who
visited the Delta Sigma Theta con
volition at Chicago, was Mrs
Julian W, Ferry. She was aecom
panied by her husband, Attorney
Ferry, who attended die Kappa
Alpha Fsi Fraternity meeting, also
in session in Chicago at* that time
Mrs Ferry founded the local
! Delia iliapter in 1925. having been
I assisted by Mrs. Elizabeth Mc-
Ghee. Mrs, Ferry, in conjunction
with Mrs. Alice Dunbar N’elson.
I wife of Faul La wre nee Dunbar
also aided in organizing the Delia
Journal, and »er ,*«I us an assistant
editor.
While not. active member of
the Detroit .nnpter. Mrs. Ferry
Was accord „ the courtesies of the",1
"A pICDMUtIt event of last week
was the grand send off party for
the school and college set, given
hy Mlhh Kiliim 1 Witherspoon, at tier
home on K. Kirby, The guests in
cluded Kn ell** Mi Swain, Art Mow
man, Al Smith, Huvid Northern*-
Kvelyn Fitimdl. Harold Sfcver-op,
Lucille Tapsieo, Leonard Salters,
Wallace Martin, l-eo Mi Veal, Sain
Thomas, and Anita .In; l.n
A surprise parts wa g s i, for
Leroy Mi -Lesson. hs hi- mother.
Mss McKesson, at their home on
Hurifortl nsi mm last 'i'i, ir da
night. Margaret Fort* r. Ju< ki<*
Wcuser, Lucille Power KM/an* Hi
Vy’caver, Cl.ii l< e Ji in i tup
Muller, Louis* ,M> L< - on. Km
Staffers, Keros nml Cbm M L
son. Amis I liiiMi r ILile rl II II
Millie Moon*, ami (>/m Hi vnold-
Were guests present.
Plans inr Hie ro-opentiig of tin*",1
"Plans for r< opining tin young
artists, market arc al-n going tor
ward ruphlly, Alex Smith i xpei t
to have lots ol work on exhibit
this season,
Kddie Hrahum ha a imlliou dot
! lar smile.
Klanc Lewis I an cnlhuslustU
tennis fan.
Youth trilly re. vd a lcMer
Irmn Honor Jon* and hi-* part
tier.
Herman Clark, who are traveling
with W. G. Wade’s Show They re
port that (lies' are going over in
a big way at Saginaw, Mich.,
The Jolly Light Mridge club met
at the home of Miss Raymond
Whiglutm, Friday afternoon, Sept.
X., at 4 P. M. It ssas enjoyed hs
all members present The dub will
meet again Friday, Sept. I.V, with
Miss Melva Allison.
Well, the old school bell b tail
ing me, HO I must hustle off to
class. I'll he back next week w ith
more news,",1
"The Fannie If. Feck College
Women's Club is inviting the read
ers of tin* Detroit Tribune to mee»
tin* members of the club through
tills column. This week we’ll intro
duce die cluli’s officers.
The c lub was named aftey .De
troit’s own Mrs. Fannie It. Feck,
who was recently elected National
president of the Housewives Lea
gue.
The dub’s aims are to foster
higher education among Negro
youth, and to sponsdr a junior
branch of the Housewives League.
The president, Miss Loretta
Jackson, is a charming young lady,
who attracts you immediately by
iu-r gra< ious manney. She is a co
ed at Michigan State Normal Col
lege. majoring in music. Kite likes
to play golf, and read books.
The vice-president, Miss Knt
niudcun Belle, is a very vivacious
person. When till* club wants to
accomplish things they call on
Miss Belle. Sin* holds a If. S. in
Education from Langston Culver
sity, Langston, Oaklahoiun.
Next in line is Miss Florence
Talbert, the recording secretary.
Miss Talb**|*t is a gra luate from",1
"A few of the Lastside young
people were gathered Saturday
evening September 9, In the beauti
ful home of Mrs. Jesse MeOruder
at a surprise birthday party in hon
or of Conway Clayton Chapman's
21 st birthday. Mr. Chapman being
completely surprised.
Th** home was decoratod with
pea green, pink and canary yellow,
the same color scheme also being
carried out in tlie delicious repast.
Among those present were: Misses
Hose It a Majorle Phillips, Melon
Coleman, Friend I-orenco little
Kinma Mathis and Messrs. Conway
C. Chapman, Clyde M. Webb, Theo
dore K. Caldwell, John Hanks,
Cecil Mollntte and others. The hos
tesses of the evening were Mes
dumcK Jesse MeOruder, Mae G.
Townsend.",1
"Mr. and Mrs. James Elliot, of
Ithones ave., are on a motor trip
in the East. Before returning, they
will visit relatives in New Jersey
and Virginia.
Misses Willie Lou and Doris Mae
Simmons. 604 E. Philadelphia,
have as their house guests the
popular Misses Sarah and Mar
guerite Spencer of Chicago.
Mrs. Antoinette Games, wife of
Dr. Games, of Chicago, was the
week-end guest of Mrs. Minnie
Lowenes, of E. Forest avenle. Mrs.
Games, who formerly resided in
Detroit, is en route to Hampton
Institute, where she teaches.
Miss Jeunette Coleman, a suc
cessful local beautician recently
left on a vacation and business
trip to Chicago. She will attend the
World's Fair. Miss Coleman has a
host of friends in Chicago, who
will vie with each other In show
ering her with social courtesies.
Her many Detroit friends will also
eagerly await her return.",1
"The members of tlie organization
expect to do things in the near
future to demonstrate to the pub
lic their ability and sincerity to
serve. They also want to create
and hold a feeling of responsibility
in their respective communities.
The organization wunts it under
stood that only tnen who are sober,
industrious and reliable, who con
sider the satisfaction of thetr cus
tomers, and put quality before
price, are eligible for membership.
They must abide by the rules uml
regulations of tlie organization in
order to retain their membership.
The guarantee of the organiza
tion to the public rests in the dis
playing of the names aiid emblem
of the association by member",1
"Mrs. Rosa C. Matthews. 12970
Greeley street, motored to the Na
tional Baptist convention at Mem
phis, Tenn. Her guests on the trip
were Mesdames A. •F. Butler, of
Riopelle; B. C. White and Frank
Rughland, of Victor avenue. The
party reports that the sessions of
i the convention were wonderful,
and Included programs of the Na
tional Baptist convention. Inc.; the
H. S. and li. Y. P. IT, congress. The
attendance was about 9,000.
The evangelist. Mrs. Beulah
Saunders of Mackay st., is spending
some time In Chicago.
Rev. IT. S. Golsby the soul
stirring evangelist of N. Detroit, is
constantly on the go to till engage
ments. holding revivals and
preaching in the different church",0
"tional Church
This church celebrated the Holy
Communion lest Sunday, the eer
raon being delivered by the new
acting pastor, the Rev. Herbert
King. Hia aubject waa, ""The
Sacriment of Remembrance.”
The sermon was inspiring, and
scholarly. The speaker emphasized
the loneliness, dissatisfaction, and
the attitude of persistent discov
ery, which characterized the ca
reer of Jesus, the man.
""Vital religion, It it would make
less of a mockery and a theologi
cal dogma of the words, Remember
thou me, must remember always
the men, women and children of
the masses, which a profit-seeking
society will always forget,” said",0
"Cincinnati Bows To St. Stephen
Big Bats of West Hammer
Three Eastern Pitchers Hard
Mule Suttle* Drives Ball Into The Upper
Tier; Lundy and Stearnes Sparkle Afield
By Ruaeeli J. Cowans
Chicago—The* crt»am of the West’** baseball crop, ably
supported by their heavy bludgeons, vaulted into diamond
supremacy here Sunday afternoon when they crushed the
best the East could afford, in the big East-West diamond
classic in Comiskey Field
More than 20,000 persona witnessed the downfall of
the mighty Eastern warriors to the tune of 11-7. And more
than fifty per cent of of that mammoth throng were hop
ing for a win for the West, and voiced their joy vocifer
ously at the conclusion of the game.
It was the large Imts of the<
Went which wrested victory from
the team representing tlie Hast.",1
"Wilson grounded to Morney and
Dixon romped home when the
throw whh wide at the plate
Charleston also scared and Wilson,
who is another Philadelphia play
er, went to seeond base on the
error, Morney, who palyed a fine
brand of baseball at shortstop for
the Columbus Blue Birds, was
pressing too hard, Dundy, l’hlla
delphia star, walked ami then
Morney mussed up Harris’ ground
er, filling the bases.
The Hast pulled off a Bmart trick
to score anothor run when Hub
set bunted the ball along the first
base line as Wilson came rushing",1
"While the 400 meter hurdles 1n
Beatty's favorite distance, he is
ulso able to run the shorter hurdle
events in creditable time.
Albert King, Detroit high school
title-holder in the running high
Jump, has been in training for the
paHt week. King has beep going
over the bar at hotter than six
feet with ease. John Hucker, an
other Pershing High School
Student, will nlso compete In the
running high Jump.
Josoph Gordon, former Ham
trumck High School star and 1931
city high school broad Jump cham
pion, will nlso compete for tlie*
Great Lukes Mutual in the stale
meet.",1
"
Win In Mntli
St, Stephen* won In Ihe ninth
whi'ii Lisle singled, stole second
and scored on Brown's single.
Brown went to second oil Uodgor's
wild throw in an attempt to catch
the runner off first. Richard Den
ard scored him with a double,
Cincinnati established a three
run lead in the first inning of the
second game when they bunched
three singles and a double off
Tale. Two more runs w'ere added
in the seventh.",1
"Government and
NRA officials tell us that the Blue Eagle is an honest, un
preJudice bird that syrrfbolizes fair play and anew dea l for
all American citizens of all colors and creeds. At
least that is what the colored people of America have a
right to expect the Blue Eagle to symbolize.
Despite the many glaring slights, injustices, and
hardships our people are experiencing, in connection with
the adjusting of wages and working hours under certain
industrial codes, we are hopeful that President Roosevelt
and the various NRA officials will eventually take cogni
zance of the unfair inequalities we suffer, and that they
will remedy them.",1
"
If the Negro workers in American industry are not
given the same protection that other laborers receive; if
we are denied the same wages and working hours pre
scribed for others who do similar work, it will be impossi
ble for the NRA to accomplish the lull measure of gen
eral recovery promised. The millions of Negro workers
in the United States must be guaranteed equal opportunity
with other citizens; else, Negro purchasing power will be
too limited to permit us to help restore prosperity, by
purchasing the products made by American industry.
As colored Americans, we are willing to do our part
in the present crisis. We are for the Government, the
NRA, and the Blue Eagle 100 per cent, but we ask and
demand that they do» their part by us.",1
"During tin* past several months, the Tribune’s popu
larity among all classes of our people in and outside of
Greater Detroit has become so great, that the volume of
news and special articles sent in for publication each
week is so large, we rind it no easy task to make room for
all the material submitted. Only a given amount of printed
matter can be crowded into a given space, and as the size
of this publication is necessarily limited, we are forced
against our will to condense the individual news items and
articles, in order to make place for as great a variety as
possible.
Each week, many excellent special articles are sub
mitted to u< for publication. A large number of lengthy
news items are also brought in, with the request that
they be published without revision or abridgement. The
Tribune is not large enough in size to give space to all
such contributions. Some have to be condensed and re
vised; while others have to be held over for publication
later.",0
"In the mean time, however, we solicit the continued
tolerance and generous co-operation of the public, and
wish to assure all our readers that the Tribune is the
voice of the people and a news medium dedicated to the
service of all. It is not our desire or intention to show par
tiality to any group or individual. News sent in by a small
church or club, or a citizen in an humble station, is due
and will receive as much consideration from us, as the
news submitted by larger organizations and more prosper
ous citizens. #* *
We deeply appreciate thjs loyal support and endorse
ment which the general public has given and is giving the
Tribune, and as soon as business conditions will permit, it
is our ambition to increase the size of the paper, as means
of providing sufficient space for a larger quantity of the
news items and articles submitted.",1
"Beat Female Singer, $25 00;
Beat Male Singer, $25.00 cash; Beat
Comedy Act. $25.00 cash; Beat
Novelty Act, $25.00 raah.
In addition to thta the organi
zation rendering the greuleat as
sistance will receive $50,00 In cash
and a Silver Trophy. The person
selling the moat receive
$25.00 in caah ;the Second moat,
$15.00 in caah and the third moat,
SIO.OO In caah.
'The check room will he operated
by Women's organizations and the
entire proeeda will he donated to
a Scholarship Fund,
Offices have been opened In",1
"Secretary Roper stated to those
present at the conference that it
was necessary that such advisory
groups should have such vision,
experience and standing as to be
able to think both for themselves
and for others. Consequently, he
was hopeful that in studying their
problems they should think of the
interest of the colored people as
such and also at the same time of
their relationship to the entire
economic structure of the country
and hence to the entire population
involved.",1
"A white
man and hia hired assassin who
tried to kill the former’s wife and
then place the atrocious crime at
the door of a Negro, are now in
carcerated in the Michigan State
Prison at Jackson with life sen
tences resting heavily on their
shoulders.
Fred Roe, 57, former Ypsilantl
restaurant owner, and whose wife
was assaulted, was given a life
term by Judge George W. Sample
sitting in Ann Arbor. Friday. Nor
vell Olett, 24, exconvict who slug
ged Roe’s wife with a lead pipe,
was sentenced to a life term Wed
nesday.
Mrs, Roe. 54, is recovering from
the criminal attack in Beyer Mem
orial Hospital here.",-1
"Threatened Race Animosity
The attack, which threatened to
arouse racial feeling Jn this city
where two atrocious murders have
happened within the past two
years—the “torch’’ slaying and the
killing of Cap Deatherage, happen
ed last week, Dave Bluckburn and
two white companions are now
serving life sentences for the kill
ing of four young people, two
ream mmo. Tbonaan Brittou 1m Mr*
Inga life sentence for tbe killing
of Deatherage, last November
Roe rushed into the Michigan
State Police post at Ypsilantl last
Wednesday morning and reported
to the officers that hiß wife had
been attacked by a Negro thug after
they had been forced to drive to a
lonely spot beyond the city limits.",-1
"
The thug, according to Roe, took
$5.00 from his wife’s purse and
$7.00 from Ills pockets.
Police returned with Roe to the
spot where they discovered Mrs.
Roe with her head buried in a ditch
and suffering from head wounds.
Hospital authorities later said that
Bhe was suffering from a fracture
of the skull.
A search was immediately
launched by the police for the
thug. Fields Mosley, who claimed
he was from Chicago, was picked
up as a suspect. He was unarmed
when arrested. Mosley was later
released.",-1
"
Discrepancies In Sfory
With several discrepancies In
Roe’s story, police began checking
his former employees In the rest
aurant which Roe had recently lost
because of foreclosurer on a mort
gage. Two of the former employees
informed the police that Roe ap
proached them with a suggestion
to dispose of his wife for a sum
of money.
Olett’s name was brought into the
case when one of the former em
ployees told the police that he
had seen Roc talking to Olott.
Olett was arrested In a local pool
room and taken to the station for
questioning.",-1
"
Hagerstown, Md. — (CNS) — Fri
day, September IB midday Ilobert
L, Vann, the well known Pitts
burgh newspaper man, who was
recently appointed a special assis
tant to the Attorney Ueutrai of the
UmrMl mates, WM seriously Injur
ed when his car had a head-on col
lision with another car containing
five persons, on the National high
way, four miles east of here.
Mr. Vann, driving alone, left
Washington about 11 a, in. enroute
to Ills home in Pittsburgh in his
automobile and tlie* accident occurr
ed as the two machines approach
ed each other below the crest of a
hill. Iloth machines were complete
ly demolished and the five persons
in the other car two women and
three men all colored—were also
seriously injured.",-1
"
All the injured persons were
taken to the Washington County
Hospital located here. Mr. Vann,
who is publisher of the Pittsburgh
Courier, has a possible fractured
skull and severe cuts and bruises,
according to br. Milton Bargey,
superintendent of the hospital.
John Ely and Issia Sims, both of
New Salem, Pa.; John Sims, of
Uniontown, Pa., and Nannie Ely
ami Null hie Huthlaiid, of Footdale,
Pa, were enroute from Uniontown,
Pa., to Washington when injured.
At tills writing, Mr. Van is re
ported improving.",-1
"
In addition, he created the City
Plan Commission, designed to save
the tax-payers' money and to
create a system of beautiful paved
streets, suitable for the needs of
the hour. His present pledge to
pull the city out of its costly fin
ancial tangle, without literally
throwing millions of dollars to the
wind and to foreign banking in
terests, is a promising proposal.
Tells Platform
In an interview recently granted
the Tribune, Mr, Breitmeyer made
the following statements:
""The relief of unemployment has
long been a foremost civic duty to
my mind. In fact, it will be remem
bered that as City Park Commis
sioner in 1907 and 1908, I was re I
sponsible for the recreation of
Belle Isle us a beautiful city park
but more Important at the time,
us a means to provide employment
for the hundreds of destitute fami
lies.",1
"
‘I know that the right kind of
citizens would rather work than
receive charity, I propose in my
next term of office as Mayor of
Detroit to carry out the program
of 'Work for Everyone’ in so far
as this is humanly possible. The
proper cooperation With private.
Btmtm. and National atfanclaa will
do much towards providing em
ployment for the idle thousands, in
addition to the general improve
ment of the city and its industrial
facilities.",1
"
In reviewing his years of ser
vice to the city many colored citi
zens are convinced that Philip
Dreltmeyer is again being called
(Continued on Pago 2)
Sales Tax Director Explains
TaxToLuncheonClub Members
Mogan Declares That Sales Tax Saved
State and Contributes To Welfare
The burden of the state’s over
head expense, which has been
borne In the past by thirty per cent
of the populace, has been eliminat
ed by the present sales tax, accord
ing to James Mogan. director of
the Michigan Sales Tax Depart
ment In bis talk before the Noon
Day Luncheon Club of the Uookcr",1
"
The Booker T. Washington
Trade Association has designated
Tuesday night. Bept. 20, as ""Em
ployees Night,"" and a fine program
will be presented at Bethel A. M.
E. Church, at 8 o'clock.
The subject for discussion will
be ""The Duty of Employees.” and
every enVployer is requested to
designate at least one of his em
ployees to discuss the subject.
An address will also be deliver
ed by* one of Detroit’s largest em
ployees of labor. Everybody is in
vited.",0
"
Go To Convention
The two Detroit posts of the
Michigan Department of the
American Legion, will be well re
presented when the American Le
gion Convention open* in Chicago,
Oct. 2.
The Charles Young Post No. 77,
will aend the largest unit in the
history of the organization. Legi
onnaires and their wives have
completed arrangement for mak
ing the trip.
They will go by bus and in pri
vate cars. A few will fly. The
largest number, however, will leave
lon the legion special which leaves
Detroit Saturday. Sept. 30.
Commander Claude Anderson
will lead the unit to Chicago. He
will be assisted by Past-Command
er Tony Smith. Dr. Powell John
son and Detective Sergeant Rex
Smith. Lieutenant of Detoctlvea
Wallace Williams will accompany
Commander Anderson as the guest
of the Charles Young Post and also
mut",0
"
Columbia, Mis». A quirk sen
tence of death by hanging was
passed Friday on Jesse Patterson,
farm hand, after a Jury, which de
liberated 16 minutes, convicted
him of slaying Mrs. Irona Hays
Crosby, 33, who with her husband.
Hugh I). Crosby, were beaten to
death on their farm near here last
June.
the verge of losing the property it",-1
"
IN CODE FIGHT
Refused To Betray
Race Workers To
Manufacturers
New York—Because he refused
to sign a statement saying he
thought Negro workers one lit to
hare a lower wage than that pro
vided in the NRA code, the Itev. E.
1), Hughes, A. M. E. minister of
Selma, Ala., has been driven out
of town by leading whites, in
cluding the chief of police, the sec
retary of the chamber of com
merce, and the president of a
bank.",-1
"he unequal salary
scale for Negro teacher* which ha*
been set up in North Carolina by
which the maximum for colored
instructor* is set at $r>CU a year,
will be attacked in the courts by
attorneys acting for the National
Association for the Advancement
of Colored IVople, it was announc
ed here today by Walter White. N.
A A. C. P. secretary.",-1
"
White teaeficra with eight year.!
experience will receive u maximum
of 17*0 a year or |9O a mouth; Ne
gro teachers of the same experi
ence will receive $. r itlu a year or
S7O a month. These are the abso
lute maximum* for teachers of
this grade.
Coder the new schedules the
salaries of Negro leat hers Win I'iiii
us low a* a year for V”
classification teachers of no experi
ence.",-1
"
The present legal fight against
unequal salaries is only otic phase I
of the association's campaign to ;
wipe out inequalities in education j
in North Carolina arid the South.
Walter White -.ai l. The whole hat- j
tie will lie for equal salaries,
equal equipment, equitable dh-tr:-!
button of school funds, and a b
quate provision for training In the
profession*. No southern slate now
provide training for Negro** In I
medicine, dentistry, law. pharmacy 1
engineering and nursing in tax
supported institution*.
Lewis & Rowlette",-1
"
Dr. Idng was born in Fowlerville
Michigan, thirty-nine years ago
and there received his elementary
(ruining ami high school education.
He then attended tin- University of
Michigan, completing the^ Dentistry
Course in three years. After ac
quiring Ids degree, Dr. Ling prac
tised dentistry in Fowlerville for
three years, at which time Ids col
league, Dr, Hughes, present Coro
ner of Wayne County, induced hj,m
to come to Detroit to continue Ids
practice, lie has now been associa
ated with Dr, Hughes for over
seventeen years.",0
"
Dr. i.ing is married and has
three children, all of whom are at
tending the public schools at this
lime. During his entire life here he
lias been prominent in eivic and
fraternal affairs, and is well
known for bis derisive stand for
economy in all forms of govern
ment.
Dr. Ling receives the hearty en
dorsement of numerous prominent
Civic and Improvement Associa
tions in the Northwestern and
Southwestern sections of the City.",1
"
All ladies wishing to take a
course in “Home Hygiene,” under
the National Red Cross, are invit
ed to meet Monday, at 1:30 p. in.,
at Hirdhurst Center,
Mrs. White, of lit West view ave
nue, died Saturday,
The lllue Rose Social club Is
sponsoring its ilrst anniversary
dame, Friday. Sept, 2!l, at Brews
ter Center. The dance will he a
send formal affair. No one will he
admitted, without an Invitation.
The officers of the club are: Miss
lona Hull, president; Mlhh (iladys
Dean, vice-president; Mlsh (iluva
turn, secretary; Miss Cathrino Mc-",1
